k,station_id,active_drone,battery_wh
290,3,cf8,93.74
291,0,cf1,72.02
291,1,cf2,66.72
291,2,cf3,77.42
291,3,cf8,93.61
292,0,cf1,71.94
292,1,cf2,66.62
292,2,cf3,77.35
292,3,cf8,93.47
293,0,cf1,71.85
293,1,cf2,66.52
293,2,cf3,77.28
293,3,cf8,93.34
294,0,cf1,71.77
294,1,cf2,66.42
294,2,cf3,77.21
294,3,cf8,93.21
295,0,cf1,71.68
295,1,cf2,66.32
295,2,cf3,77.14
295,3,cf8,93.08
296,0,cf1,71.60
296,1,cf2,66.23
296,2,cf3,77.07
296,3,cf8,92.94
297,0,cf1,71.51
297,1,cf2,66.13
297,2,cf3,77.00
297,3,cf8,92.81
298,0,cf1,71.43
298,1,cf2,66.03
298,2,cf3,76.93
298,3,cf8,92.68
299,0,cf1,71.34
299,1,cf2,65.93
299,2,cf3,76.86
299,3,cf8,92.56
300,0,cf1,71.26
300,1,cf2,65.84
300,2,cf3,76.79
300,3,cf8,92.43
301,0,cf1,71.18
301,1,cf2,65.74
301,2,cf3,76.72
301,3,cf8,92.30
302,0,cf1,71.09
302,1,cf2,65.64
302,2,cf3,76.65
302,3,cf8,92.17
303,0,cf1,71.01
303,1,cf2,65.55
303,2,cf3,76.58
303,3,cf8,92.05
304,0,cf1,70.93
304,1,cf2,65.45
304,2,cf3,76.51
304,3,cf8,91.92
305,0,cf1,70.84
305,1,cf2,65.36
305,2,cf3,76.44
305,3,cf8,91.79
306,0,cf1,70.76
306,1,cf2,65.27
306,2,cf3,76.38
306,3,cf8,91.67
307,0,cf1,70.68
307,1,cf2,65.17
307,2,cf3,76.31
307,3,cf8,91.55
308,0,cf1,70.60
308,1,cf2,65.08
308,2,cf3,76.24
308,3,cf8,91.42
309,0,cf1,70.52
309,1,cf2,64.99
309,2,cf3,76.17
309,3,cf8,91.30
310,0,cf1,70.44
310,1,cf2,64.89
310,2,cf3,76.10
310,3,cf8,91.18
311,0,cf1,70.36
311,1,cf2,64.80
311,2,cf3,76.04
311,3,cf8,91.06
312,0,cf1,70.28
312,1,cf2,64.71
312,2,cf3,75.97
312,3,cf8,90.94
313,0,cf1,70.20
313,1,cf2,64.62
313,2,cf3,75.90
313,3,cf8,90.82
314,0,cf1,70.12
314,1,cf2,64.53
314,2,cf3,75.83
314,3,cf8,90.70
315,0,cf1,70.04
315,1,cf2,64.44
315,2,cf3,75.77
315,3,cf8,90.58
316,0,cf1,69.96
316,1,cf2,64.35
316,2,cf3,75.70
316,3,cf8,90.46
317,0,cf1,69.88
317,1,cf2,64.26
317,2,cf3,75.63
317,3,cf8,90.34
318,0,cf1,69.80
318,1,cf2,64.17
318,2,cf3,75.57
318,3,cf8,90.22
319,0,cf1,69.72
319,1,cf2,64.08
319,2,cf3,75.50
319,3,cf8,90.11
320,0,cf1,69.64
320,1,cf2,63.99
320,2,cf3,75.43
320,3,cf8,89.99
321,0,cf1,69.56
321,1,cf2,63.90
321,2,cf3,75.37
321,3,cf8,89.88
322,0,cf1,69.49
322,1,cf2,63.81
322,2,cf3,75.30
322,3,cf8,89.76
323,0,cf1,69.41
323,1,cf2,63.73
323,2,cf3,75.24
323,3,cf8,89.65
324,0,cf1,69.33
324,1,cf2,63.64
324,2,cf3,75.17
324,3,cf8,89.53
325,0,cf1,69.26
325,1,cf2,63.55
325,2,cf3,75.11
325,3,cf8,89.42
326,0,cf1,69.18
326,1,cf2,63.47
326,2,cf3,75.04
326,3,cf8,89.31
327,0,cf1,69.10
327,1,cf2,63.38
327,2,cf3,74.98
327,3,cf8,89.20
328,0,cf1,69.03
328,1,cf2,63.29
328,2,cf3,74.91
328,3,cf8,89.09
329,0,cf1,68.95
329,1,cf2,63.21
329,2,cf3,74.85
329,3,cf8,88.98
330,0,cf1,68.88
330,1,cf2,63.13
330,2,cf3,74.78
330,3,cf8,88.87
331,0,cf1,68.80
331,1,cf2,63.04
331,2,cf3,74.72
331,3,cf8,88.76
332,0,cf1,68.73
332,1,cf6,100.00
332,2,cf3,74.66
332,3,cf8,88.65
333,0,cf1,68.65
333,1,cf6,99.88
333,2,cf3,74.59
333,3,cf8,88.54
334,0,cf1,68.57
334,1,cf6,99.76
334,2,cf3,74.53
334,3,cf8,88.43
335,0,cf1,68.50
335,1,cf6,99.64
335,2,cf3,74.46
335,3,cf8,88.32
336,0,cf1,68.42
336,1,cf6,99.52
336,2,cf3,74.40
336,3,cf8,88.20
337,0,cf1,68.34
337,1,cf6,99.40
337,2,cf3,74.33
337,3,cf8,88.09
338,0,cf1,68.26
338,1,cf6,99.28
338,2,cf3,74.26
338,3,cf8,87.97
339,0,cf1,68.18
339,1,cf6,99.16
339,2,cf3,74.20
339,3,cf8,87.85
340,0,cf1,68.10
340,1,cf6,99.04
340,2,cf3,74.13
340,3,cf8,87.73
341,0,cf1,68.02
341,1,cf6,98.92
341,2,cf3,74.06
341,3,cf8,87.61
342,0,cf1,67.94
342,1,cf6,98.80
342,2,cf3,73.99
342,3,cf8,87.49
343,0,cf1,67.86
343,1,cf6,98.68
343,2,cf3,73.92
343,3,cf8,87.36
344,0,cf1,67.77
344,1,cf6,98.56
344,2,cf3,73.86
344,3,cf8,87.24
345,0,cf1,67.69
345,1,cf6,98.44
345,2,cf3,73.79
345,3,cf8,87.11
346,0,cf1,67.61
346,1,cf6,98.32
346,2,cf3,73.72
346,3,cf8,86.98
347,0,cf1,67.52
347,1,cf6,98.20
347,2,cf3,73.64
347,3,cf8,86.85
348,0,cf1,67.43
348,1,cf6,98.08
348,2,cf3,73.57
348,3,cf8,86.72
349,0,cf1,67.35
349,1,cf6,97.96
349,2,cf3,73.50
349,3,cf8,86.59
350,0,cf1,67.26
350,1,cf6,97.84
350,2,cf3,73.43
350,3,cf8,86.45
351,0,cf1,67.17
351,1,cf6,97.72
351,2,cf3,73.36
351,3,cf8,86.32
352,0,cf1,67.08
352,1,cf6,97.60
352,2,cf3,73.28
352,3,cf8,86.18
353,0,cf1,66.99
353,1,cf6,97.48
353,2,cf3,73.21
353,3,cf8,86.04
354,0,cf1,66.90
354,1,cf6,97.36
354,2,cf3,73.14
354,3,cf8,85.90
355,0,cf1,66.81
355,1,cf6,97.24
355,2,cf3,73.06
355,3,cf8,85.76
356,0,cf1,66.72
356,1,cf6,97.12
356,2,cf3,72.99
356,3,cf8,85.61
357,0,cf1,66.63
357,1,cf6,97.00
357,2,cf3,72.91
357,3,cf8,85.47
358,0,cf1,66.53
358,1,cf6,96.88
358,2,cf3,72.84
358,3,cf8,85.32
359,0,cf1,66.44
359,1,cf6,96.76
359,2,cf3,72.76
359,3,cf8,85.17
360,0,cf1,66.35
360,1,cf6,96.64
360,2,cf3,72.69
360,3,cf8,85.02
361,0,cf1,66.25
361,1,cf6,96.52
361,2,cf3,72.61
361,3,cf8,84.87
362,0,cf1,66.16
362,1,cf6,96.40
362,2,cf3,72.53
362,3,cf8,84.72
363,0,cf1,66.06
363,1,cf6,96.28
363,2,cf3,72.46
363,3,cf8,84.57
364,0,cf1,65.97
364,1,cf6,96.16
364,2,cf3,72.38
364,3,cf8,84.43
365,0,cf1,65.87
365,1,cf6,96.04
365,2,cf3,72.30
365,3,cf8,84.28
366,0,cf1,65.78
366,1,cf6,95.93
366,2,cf3,72.23
366,3,cf8,84.13
367,0,cf1,65.69
367,1,cf6,95.81
367,2,cf3,72.15
367,3,cf8,83.99
368,0,cf1,65.59
368,1,cf6,95.69
368,2,cf3,72.08
368,3,cf8,83.84
369,0,cf1,65.50
369,1,cf6,95.57
369,2,cf3,72.00
369,3,cf8,83.70
370,0,cf1,65.41
370,1,cf6,95.46
370,2,cf3,71.92
370,3,cf8,83.55
371,0,cf1,65.31
371,1,cf6,95.34
371,2,cf3,71.85
371,3,cf8,83.41
372,0,cf1,65.22
372,1,cf6,95.23
372,2,cf3,71.77
372,3,cf8,83.26
373,0,cf1,65.13
373,1,cf6,95.11
373,2,cf3,71.70
373,3,cf8,83.12
374,0,cf1,65.04
374,1,cf6,95.00
374,2,cf3,71.62
374,3,cf8,82.98
375,0,cf1,64.95
375,1,cf6,94.88
375,2,cf3,71.55
375,3,cf8,82.84
376,0,cf1,64.86
376,1,cf6,94.77
376,2,cf3,71.48
376,3,cf8,82.70
377,0,cf1,64.77
377,1,cf6,94.66
377,2,cf3,71.40
377,3,cf8,82.56
378,0,cf1,64.68
378,1,cf6,94.54
378,2,cf3,71.33
378,3,cf8,82.42
379,0,cf1,64.59
379,1,cf6,94.43
379,2,cf3,71.25
379,3,cf8,82.28
380,0,cf1,64.50
380,1,cf6,94.32
380,2,cf3,71.18
380,3,cf8,82.14
381,0,cf1,64.41
381,1,cf6,94.21
381,2,cf3,71.11
381,3,cf8,82.01
382,0,cf1,64.32
382,1,cf6,94.09
382,2,cf3,71.03
382,3,cf8,81.87
383,0,cf1,64.23
383,1,cf6,93.98
383,2,cf3,70.96
383,3,cf8,81.73
384,0,cf1,64.14
384,1,cf6,93.87
384,2,cf3,70.89
384,3,cf8,81.60
385,0,cf1,64.05
385,1,cf6,93.76
385,2,cf3,70.82
385,3,cf8,81.46
386,0,cf1,63.96
386,1,cf6,93.65
386,2,cf3,70.74
386,3,cf8,81.33
387,0,cf1,63.87
387,1,cf6,93.54
387,2,cf3,70.67
387,3,cf8,81.19
388,0,cf1,63.79
388,1,cf6,93.43
388,2,cf3,70.60
388,3,cf8,81.06
389,0,cf1,63.70
389,1,cf6,93.32
389,2,cf3,70.53
389,3,cf8,80.93
390,0,cf1,63.61
390,1,cf6,93.22
390,2,cf3,70.46
390,3,cf8,80.80
391,0,cf1,63.53
391,1,cf6,93.11
391,2,cf3,70.38
391,3,cf8,80.67
392,0,cf1,63.44
392,1,cf6,93.00
392,2,cf3,70.31
392,3,cf8,80.54
393,0,cf1,63.35
393,1,cf6,92.89
393,2,cf3,70.24
393,3,cf8,80.41
394,0,cf1,63.27
394,1,cf6,92.79
394,2,cf3,70.17
394,3,cf8,80.28
395,0,cf1,63.18
395,1,cf6,92.68
395,2,cf3,70.10
395,3,cf8,80.15
396,0,cf1,63.10
396,1,cf6,92.58
396,2,cf3,70.03
396,3,cf8,80.02
397,0,cf1,63.01
397,1,cf6,92.47
397,2,cf3,69.96
397,3,cf8,79.89
398,0,cf1,62.93
398,1,cf6,92.37
398,2,cf3,69.89
398,3,cf8,79.77
399,0,cf1,62.84
399,1,cf6,92.26
399,2,cf3,69.82
399,3,cf8,79.64
400,0,cf1,62.76
400,1,cf6,92.16
400,2,cf3,69.75
400,3,cf8,79.52
401,0,cf1,62.67
401,1,cf6,92.05
401,2,cf3,69.68
401,3,cf8,79.39
402,0,cf1,62.59
402,1,cf6,91.95
402,2,cf3,69.61
402,3,cf8,79.27
403,0,cf1,62.51
403,1,cf6,91.85
403,2,cf3,69.54
403,3,cf8,79.14
404,0,cf1,62.42
404,1,cf6,91.74
404,2,cf3,69.47
404,3,cf8,79.02
405,0,cf1,62.34
405,1,cf6,91.64
405,2,cf3,69.40
405,3,cf8,78.90
406,0,cf1,62.26
406,1,cf6,91.54
406,2,cf3,69.33
406,3,cf8,78.78
407,0,cf1,62.18
407,1,cf6,91.44
407,2,cf3,69.26
407,3,cf8,78.66
408,0,cf1,62.09
408,1,cf6,91.34
408,2,cf3,69.20
408,3,cf8,78.54
409,0,cf1,62.01
409,1,cf6,91.24
409,2,cf3,69.13
409,3,cf8,78.42
410,0,cf1,61.93
410,1,cf6,91.14
410,2,cf3,69.06
410,3,cf8,78.30
411,0,cf1,61.85
411,1,cf6,91.04
411,2,cf3,68.99
411,3,cf8,78.18
412,0,cf1,61.77
412,1,cf6,90.94
412,2,cf3,68.92
412,3,cf8,78.06
413,0,cf1,61.69
413,1,cf6,90.84
413,2,cf3,68.86
413,3,cf8,77.95
414,0,cf1,61.61
414,1,cf6,90.74
414,2,cf3,68.79
414,3,cf8,77.83
415,0,cf1,61.53
415,1,cf6,90.64
415,2,cf3,68.72
415,3,cf8,77.71
416,0,cf1,61.45
416,1,cf6,90.54
416,2,cf3,68.65
416,3,cf8,77.60
417,0,cf1,61.37
417,1,cf6,90.45
417,2,cf3,68.59
417,3,cf8,77.48
418,0,cf1,61.29
418,1,cf6,90.35
418,2,cf3,68.52
418,3,cf8,77.37
419,0,cf1,61.21
419,1,cf6,90.25
419,2,cf3,68.45
419,3,cf8,77.26
420,0,cf1,61.13
420,1,cf6,90.16
420,2,cf3,68.39
420,3,cf8,77.14
421,0,cf1,61.05
421,1,cf6,90.06
421,2,cf3,68.32
421,3,cf8,77.03
422,0,cf1,60.98
422,1,cf6,89.97
422,2,cf3,68.26
422,3,cf8,76.92
423,0,cf1,60.90
423,1,cf6,89.87
423,2,cf3,68.19
423,3,cf8,76.81
424,0,cf1,60.82
424,1,cf6,89.78
424,2,cf3,68.13
424,3,cf8,76.70
425,0,cf1,60.74
425,1,cf6,89.68
425,2,cf3,68.06
425,3,cf8,76.59
426,0,cf1,60.67
426,1,cf6,89.59
426,2,cf3,67.99
426,3,cf8,76.48
427,0,cf1,60.59
427,1,cf6,89.50
427,2,cf3,67.93
427,3,cf8,76.37
428,0,cf1,60.51
428,1,cf6,89.40
428,2,cf3,67.86
428,3,cf8,76.27
429,0,cf1,60.44
429,1,cf6,89.31
429,2,cf3,67.80
429,3,cf8,76.16
430,0,cf1,60.36
430,1,cf6,89.22
430,2,cf3,67.74
430,3,cf8,76.05
431,0,cf1,60.29
431,1,cf6,89.13
431,2,cf3,67.67
431,3,cf8,75.95
432,0,cf1,60.21
432,1,cf6,89.04
432,2,cf3,67.61
432,3,cf4,100.00
433,0,cf1,60.14
433,1,cf6,88.95
433,2,cf3,67.54
433,3,cf4,99.85
434,0,cf1,60.06
434,1,cf6,88.86
434,2,cf3,67.48
434,3,cf4,99.70
435,0,cf1,59.99
435,1,cf6,88.77
435,2,cf3,67.42
435,3,cf4,99.55
436,0,cf1,59.91
436,1,cf6,88.68
436,2,cf3,67.35
436,3,cf4,99.41
437,0,cf1,59.84
437,1,cf6,88.59
437,2,cf3,67.29
437,3,cf4,99.26
438,0,cf1,59.77
438,1,cf6,88.50
438,2,cf3,67.23
438,3,cf4,99.11
439,0,cf1,59.69
439,1,cf6,88.41
439,2,cf3,67.16
439,3,cf4,98.97
440,0,cf1,59.62
440,1,cf6,88.32
440,2,cf3,67.10
440,3,cf4,98.82
441,0,cf1,59.55
441,1,cf6,88.23
441,2,cf3,67.04
441,3,cf4,98.68
442,0,cf1,59.47
442,1,cf6,88.15
442,2,cf3,66.98
442,3,cf4,98.53
443,0,cf1,59.40
443,1,cf6,88.06
443,2,cf3,66.91
443,3,cf4,98.39
444,0,cf1,59.33
444,1,cf6,87.97
444,2,cf3,66.85
444,3,cf4,98.25
445,0,cf1,59.26
445,1,cf6,87.89
445,2,cf3,66.79
445,3,cf4,98.11
446,0,cf1,59.19
446,1,cf6,87.80
446,2,cf3,66.73
446,3,cf4,97.97
447,0,cf1,59.12
447,1,cf6,87.72
447,2,cf3,66.67
447,3,cf4,97.83
448,0,cf1,59.05
448,1,cf6,87.63
448,2,cf3,66.61
448,3,cf4,97.69
449,0,cf1,58.98
449,1,cf6,87.55
449,2,cf3,66.54
449,3,cf4,97.55
450,0,cf1,58.91
450,1,cf2,100.00
450,2,cf3,66.48
450,3,cf4,97.41
451,0,cf1,58.83
451,1,cf2,99.88
451,2,cf3,66.42
451,3,cf4,97.27
452,0,cf1,58.76
452,1,cf2,99.76
452,2,cf3,66.36
452,3,cf4,97.13
453,0,cf1,58.69
453,1,cf2,99.64
453,2,cf3,66.30
453,3,cf4,96.98
454,0,cf1,58.62
454,1,cf2,99.52
454,2,cf3,66.24
454,3,cf4,96.84
455,0,cf1,58.54
455,1,cf2,99.40
455,2,cf3,66.17
455,3,cf4,96.69
456,0,cf1,58.47
456,1,cf2,99.28
456,2,cf3,66.11
456,3,cf4,96.55
457,0,cf1,58.39
457,1,cf2,99.16
457,2,cf3,66.04
457,3,cf4,96.40
458,0,cf1,58.32
458,1,cf2,99.04
458,2,cf3,65.98
458,3,cf4,96.25
459,0,cf1,58.25
459,1,cf2,98.92
459,2,cf3,65.92
459,3,cf4,96.10
460,0,cf1,58.17
460,1,cf2,98.80
460,2,cf3,65.85
460,3,cf4,95.95
461,0,cf1,58.10
461,1,cf2,98.68
461,2,cf3,65.79
461,3,cf4,95.81
462,0,cf1,58.02
462,1,cf2,98.57
462,2,cf3,65.73
462,3,cf4,95.66
463,0,cf1,57.95
463,1,cf2,98.45
463,2,cf3,65.66
463,3,cf4,95.52
464,0,cf1,57.88
464,1,cf2,98.33
464,2,cf3,65.60
464,3,cf4,95.37
465,0,cf1,57.80
465,1,cf2,98.21
465,2,cf3,65.54
465,3,cf4,95.23
466,0,cf1,57.73
466,1,cf2,98.10
466,2,cf3,65.48
466,3,cf4,95.08
467,0,cf1,57.66
467,1,cf2,97.98
467,2,cf3,65.41
467,3,cf4,94.94
468,0,cf1,57.59
468,1,cf2,97.87
468,2,cf3,65.35
468,3,cf4,94.80
469,0,cf1,57.52
469,1,cf2,97.75
469,2,cf3,65.29
469,3,cf4,94.66
470,0,cf1,57.44
470,1,cf2,97.64
470,2,cf3,65.23
470,3,cf4,94.52
471,0,cf1,57.37
471,1,cf2,97.52
471,2,cf3,65.17
471,3,cf4,94.38
472,0,cf1,57.30
472,1,cf2,97.41
472,2,cf3,65.11
472,3,cf4,94.24
473,0,cf1,57.23
473,1,cf2,97.30
473,2,cf3,65.04
473,3,cf4,94.10
474,0,cf1,57.16
474,1,cf2,97.18
474,2,cf3,64.98
474,3,cf4,93.96
475,0,cf5,100.00
475,1,cf2,97.07
475,2,cf3,64.92
475,3,cf4,93.82
476,0,cf5,99.90
476,1,cf2,96.96
476,2,cf3,64.86
476,3,cf4,93.69
477,0,cf5,99.80
477,1,cf2,96.84
477,2,cf3,64.80
477,3,cf4,93.54
478,0,cf5,99.70
478,1,cf2,96.73
478,2,cf3,64.74
478,3,cf4,93.40
479,0,cf5,99.60
479,1,cf2,96.61
479,2,cf3,64.68
479,3,cf4,93.26
480,0,cf5,99.50
480,1,cf2,96.49
480,2,cf3,64.61
480,3,cf4,93.11
481,0,cf5,99.40
481,1,cf2,96.37
481,2,cf3,64.55
481,3,cf4,92.97
482,0,cf5,99.30
482,1,cf2,96.25
482,2,cf3,64.48
482,3,cf4,92.82
483,0,cf5,99.20
483,1,cf2,96.13
483,2,cf3,64.42
483,3,cf4,92.67
484,0,cf5,99.10
484,1,cf2,96.01
484,2,cf3,64.36
484,3,cf4,92.52
485,0,cf5,99.00
485,1,cf2,95.89
485,2,cf3,64.29
485,3,cf4,92.37
486,0,cf5,98.90
486,1,cf2,95.77
486,2,cf3,64.22
486,3,cf4,92.22
487,0,cf5,98.80
487,1,cf2,95.65
487,2,cf3,64.16
487,3,cf4,92.07
488,0,cf5,98.70
488,1,cf2,95.53
488,2,cf3,64.09
488,3,cf4,91.92
489,0,cf5,98.60
489,1,cf2,95.41
489,2,cf3,64.02
489,3,cf4,91.77
490,0,cf5,98.50
490,1,cf2,95.29
490,2,cf3,63.96
490,3,cf4,91.62
491,0,cf5,98.40
491,1,cf2,95.17
491,2,cf3,63.89
491,3,cf4,91.47
492,0,cf5,98.30
492,1,cf2,95.05
492,2,cf3,63.82
492,3,cf4,91.32
493,0,cf5,98.20
493,1,cf2,94.93
493,2,cf3,63.75
493,3,cf4,91.17
494,0,cf5,98.10
494,1,cf2,94.81
494,2,cf3,63.68
494,3,cf4,91.02
495,0,cf5,98.00
495,1,cf2,94.69
495,2,cf3,63.61
495,3,cf4,90.87
496,0,cf5,97.90
496,1,cf2,94.57
496,2,cf3,63.54
496,3,cf4,90.72
497,0,cf5,97.80
497,1,cf2,94.45
497,2,cf3,63.47
497,3,cf4,90.57
498,0,cf5,97.70
498,1,cf2,94.33
498,2,cf3,63.40
498,3,cf4,90.42
499,0,cf5,97.60
499,1,cf2,94.21
499,2,cf3,63.33
499,3,cf4,90.27
500,0,cf5,97.50
500,1,cf2,94.09
500,2,cf3,63.26
500,3,cf4,90.12
501,0,cf5,97.40
501,1,cf2,93.97
501,2,cf3,63.18
501,3,cf4,89.97
502,0,cf5,97.30
502,1,cf2,93.85
502,2,cf3,63.11
502,3,cf4,89.82
503,0,cf5,97.20
503,1,cf2,93.73
503,2,cf3,63.04
503,3,cf4,89.67
504,0,cf5,97.10
504,1,cf2,93.61
504,2,cf3,62.96
504,3,cf4,89.52
505,0,cf5,97.00
505,1,cf2,93.49
505,2,cf3,62.89
505,3,cf4,89.37
506,0,cf5,96.90
506,1,cf2,93.37
506,2,cf3,62.81
506,3,cf4,89.22
507,0,cf5,96.80
507,1,cf2,93.25
507,2,cf3,62.74
507,3,cf4,89.07
508,0,cf5,96.70
508,1,cf2,93.13
508,2,cf3,62.66
508,3,cf4,88.92
509,0,cf5,96.60
509,1,cf2,93.01
509,2,cf3,62.59
509,3,cf4,88.77
510,0,cf5,96.50
510,1,cf2,92.89
510,2,cf3,62.51
510,3,cf4,88.62
511,0,cf5,96.40
511,1,cf2,92.77
511,2,cf3,62.43
511,3,cf4,88.47
512,0,cf5,96.30
512,1,cf2,92.65
512,2,cf3,62.36
512,3,cf4,88.32
513,0,cf5,96.20
513,1,cf2,92.53
513,2,cf3,62.28
513,3,cf4,88.17
514,0,cf5,96.10
514,1,cf2,92.41
514,2,cf3,62.20
514,3,cf4,88.02
515,0,cf5,96.00
515,1,cf2,92.29
515,2,cf3,62.12
515,3,cf4,87.87
516,0,cf5,95.90
516,1,cf2,92.17
516,2,cf3,62.04
516,3,cf4,87.72
517,0,cf5,95.80
517,1,cf2,92.05
517,2,cf3,61.96
517,3,cf4,87.57
518,0,cf5,95.70
518,1,cf2,91.93
518,2,cf3,61.88
518,3,cf4,87.42
519,0,cf5,95.60
519,1,cf2,91.81
519,2,cf3,61.80
519,3,cf4,87.27
520,0,cf5,95.50
520,1,cf2,91.69
520,2,cf3,61.72
520,3,cf4,87.12
521,0,cf5,95.40
521,1,cf2,91.57
521,2,cf3,61.64
521,3,cf4,86.97
522,0,cf5,95.30
522,1,cf2,91.45
522,2,cf3,61.56
522,3,cf4,86.82
523,0,cf5,95.20
523,1,cf2,91.33
523,2,cf3,61.48
523,3,cf4,86.67
524,0,cf5,95.10
524,1,cf2,91.21
524,2,cf3,61.40
524,3,cf4,86.52
525,0,cf5,95.00
525,1,cf2,91.09
525,2,cf3,61.32
525,3,cf4,86.37
526,0,cf5,94.90
526,1,cf2,90.97
526,2,cf3,61.24
526,3,cf4,86.22
527,0,cf5,94.80
527,1,cf2,90.85
527,2,cf3,61.16
527,3,cf4,86.07
528,0,cf5,94.70
528,1,cf2,90.73
528,2,cf3,61.08
528,3,cf4,85.92
529,0,cf5,94.60
529,1,cf2,90.61
529,2,cf3,61.00
529,3,cf4,85.77
530,0,cf5,94.50
530,1,cf2,90.49
530,2,cf3,60.92
530,3,cf4,85.62
531,0,cf5,94.40
531,1,cf2,90.37
531,2,cf3,60.84
531,3,cf4,85.47
532,0,cf5,94.30
532,1,cf2,90.25
532,2,cf3,60.76
532,3,cf4,85.32
533,0,cf5,94.20
533,1,cf2,90.13
533,2,cf3,60.68
533,3,cf4,85.17
534,0,cf5,94.10
534,1,cf2,90.01
534,2,cf3,60.60
534,3,cf4,85.02
535,0,cf5,94.00
535,1,cf2,89.89
535,2,cf3,60.52
535,3,cf4,84.87
536,0,cf5,93.90
536,1,cf2,89.77
536,2,cf3,60.44
536,3,cf4,84.72
537,0,cf5,93.80
537,1,cf2,89.65
537,2,cf3,60.36
537,3,cf4,84.57
538,0,cf5,93.70
538,1,cf2,89.53
538,2,cf3,60.28
538,3,cf4,84.42
539,0,cf5,93.60
539,1,cf2,89.41
539,2,cf3,60.20
539,3,cf4,84.27
540,0,cf5,93.50
540,1,cf2,89.29
540,2,cf3,60.12
540,3,cf4,84.12
541,0,cf5,93.40
541,1,cf2,89.17
541,2,cf3,60.04
541,3,cf4,83.97
542,0,cf5,93.30
542,1,cf2,89.05
542,2,cf3,59.96
542,3,cf4,83.82
543,0,cf5,93.20
543,1,cf2,88.93
543,2,cf3,59.88
543,3,cf4,83.67
544,0,cf5,93.10
544,1,cf2,88.81
544,2,cf3,59.80
544,3,cf4,83.52
545,0,cf5,93.00
545,1,cf2,88.69
545,2,cf3,59.72
545,3,cf4,83.37
546,0,cf5,92.90
546,1,cf2,88.57
546,2,cf3,59.64
546,3,cf4,83.22
547,0,cf5,92.80
547,1,cf2,88.45
547,2,cf3,59.56
547,3,cf4,83.07
548,0,cf5,92.70
548,1,cf2,88.33
548,2,cf3,59.48
548,3,cf4,82.92
549,0,cf5,92.60
549,1,cf2,88.21
549,2,cf3,59.40
549,3,cf4,82.77
550,0,cf5,92.50
550,1,cf2,88.09
550,2,cf3,59.32
550,3,cf4,82.62
551,0,cf5,92.40
551,1,cf2,87.97
551,2,cf3,59.24
551,3,cf4,82.47
552,0,cf5,92.30
552,1,cf2,87.85
552,2,cf3,59.16
552,3,cf4,82.32
553,0,cf5,92.20
553,1,cf2,87.73
553,2,cf3,59.08
553,3,cf4,82.17
554,0,cf5,92.10
554,1,cf2,87.61
554,2,cf3,59.00
554,3,cf4,82.02
555,0,cf5,92.00
555,1,cf2,87.49
555,2,cf3,58.92
555,3,cf4,81.87
556,0,cf5,91.90
556,1,cf2,87.37
556,2,cf3,58.84
556,3,cf4,81.72
557,0,cf5,91.80
557,1,cf2,87.25
557,2,cf3,58.76
557,3,cf4,81.57
558,0,cf5,91.70
558,1,cf2,87.13
558,2,cf3,58.68
558,3,cf4,81.42
559,0,cf5,91.60
559,1,cf2,87.02
559,2,cf3,58.60
559,3,cf4,81.28
560,0,cf5,91.50
560,1,cf2,86.90
560,2,cf3,58.52
560,3,cf4,81.13
561,0,cf5,91.41
561,1,cf2,86.78
561,2,cf3,58.45
561,3,cf4,80.98
562,0,cf5,91.31
562,1,cf2,86.66
562,2,cf3,58.37
562,3,cf4,80.84
563,0,cf5,91.21
563,1,cf2,86.55
563,2,cf3,58.29
563,3,cf4,80.69
564,0,cf5,91.11
564,1,cf2,86.43
564,2,cf3,58.21
564,3,cf4,80.55
565,0,cf5,91.02
565,1,cf2,86.31
565,2,cf3,58.13
565,3,cf4,80.41
566,0,cf5,90.92
566,1,cf2,86.20
566,2,cf3,58.05
566,3,cf4,80.26
567,0,cf5,90.82
567,1,cf2,86.08
567,2,cf3,57.98
567,3,cf4,80.12
568,0,cf5,90.73
568,1,cf2,85.97
568,2,cf3,57.90
568,3,cf4,79.98
569,0,cf5,90.63
569,1,cf2,85.85
569,2,cf3,57.82
569,3,cf4,79.84
570,0,cf5,90.53
570,1,cf2,85.74
570,2,cf3,57.74
570,3,cf4,79.70
571,0,cf5,90.44
571,1,cf2,85.63
571,2,cf3,57.67
571,3,cf4,79.56
572,0,cf5,90.34
572,1,cf2,85.51
572,2,cf3,57.59
572,3,cf4,79.42
573,0,cf5,90.25
573,1,cf2,85.40
573,2,cf3,57.51
573,3,cf4,79.28
574,0,cf5,90.15
574,1,cf2,85.29
574,2,cf3,57.44
574,3,cf4,79.14
575,0,cf5,90.06
575,1,cf2,85.18
575,2,cf3,57.36
575,3,cf4,79.00
576,0,cf5,89.97
576,1,cf2,85.07
576,2,cf3,57.28
576,3,cf4,78.87
577,0,cf5,89.87
577,1,cf2,84.95
577,2,cf3,57.21
577,3,cf4,78.73
578,0,cf5,89.78
578,1,cf2,84.84
578,2,cf3,57.13
578,3,cf4,78.60
579,0,cf5,89.68
579,1,cf2,84.73
579,2,cf3,57.06
579,3,cf4,78.46
580,0,cf5,89.59
580,1,cf2,84.62
580,2,cf3,56.98
580,3,cf4,78.33
581,0,cf5,89.50
581,1,cf2,84.51
581,2,cf3,56.91
581,3,cf4,78.19
